;Adresse;CP;Ville;Latitude;Longitude;Nutella;Riz;Pates;Beurre;Caprice des dieux;Papier toilette;Pain de mie
647; 45 Rue Du Chasnot;25000;Besançon ;47.25366;6.027285;5.29;1.85;1.99;2.95;2.99;2.5;1.35
648; 45 Rue Lecourbe;75015;Paris ;48.843927;2.307066;5.67;2.03;2.16;2.85;3.66;2.32;1.64
649; 450 Avenue Jean Falconnier;01350;Culoz ;45.846314;5.786537;4.79;1.65;1.45;;2.99;;1.25
650; 459 Avenue Du General Pruneau;83200;Toulon ;43.1214963;5.9557013;4.65;1.59;1.55;2.2;2.99;2.15;1.29
651; 46 Avenue D'auvergne;23000;Guéret ;46.167539;1.885796;4.6;1.49;;;2.89;1.89;
652; 46 Avenue De Lattre De Tassigny Cc Mayenne;53000;Laval ;48.079378;-0.801431;4.6;1.49;1.55;2.39;2.89;1.99;1.25
653; 46 Grande Rue;39100;Dole ;47.092127;5.492799;5.77;2.15;;3.13;;;1.58
654; 46 Place Des Carmes;76000;Rouen ;49.4426;1.09545;5.21;2.21;1.75;2.74;3.17;2.38;1.3
655; 46 Rue Des Acacias;75017;Paris ;48.8774129;2.2930154;5.85;;1.9;3.39;3.6;2.75;1.45
656; 46 Rue Jean Jaures;51110;Bazancourt ;49.363544;4.168988;4.99;1.75;1.9;2.7;2.99;2.35;1.25
657; 46bd De Chanzy;93190;Livry-Gargan ;48.9115874;2.520748;5.39;1.96;2.09;;3.58;;1.73
658; 47 Avenue De L'europe;92310;Sèvres ;48.823597;2.209729;;2.08;2.21;;3.78;2.41;1.69
659; 47 Bis Rue De Rennes;35510;Cesson-Sévigné ;48.114067;-1.616977;5.09;2.16;1.84;;3.1;;
660; 47 Route De Genas;69100;Villeurbanne ;45.7552497;4.8788439;5.07;1.97;;;;2.15;
661; 47 Rue Georges Haussmann Zac Villaroy;78280;Guyancourt ;48.76755;2.07792;4.65;1.65;1.65;;2.99;2.29;1.35
662; 47 Rue Gosset Centre Commercial Jacquart;51100;Reims ;49.2662063;4.0379109;4.65;1.59;;;2.99;2.15;1.29
663; 47 Rue Pierre Gaultier;36000;Châteauroux ;46.80767;1.698462;4.6;1.49;1.55;2.29;2.89;2.15;1.25
664; 476 Faubourg Montmelian 0;73000;Chambéry ;45.5662177;5.9322342;5.14;1.97;1.91;2.86;3.32;2.15;1.51
665; 47r.J.Baptiste Lebas;59133;Phalempin ;50.52059;3.02036;;2.07;1.76;2.87;2.99;2.13;1.28
666; 48 Cours Vitton;69006;Lyon ;45.769493;4.85429;5.77;2.15;1.87;;3.58;;
667; 48-50 Rue D'arras;62500;Saint-Omer ;50.74585;2.25839;5.28;2.19;1.86;3.06;3.35;;1.35
668; 49 Avenue De La Republique;14800;Deauville ;49.35821;0.07668;4.65;2.05;1.59;;3.3;;1.5
669; 49 Avenue Montesquieu;33700;Mérignac ;44.846363;-0.63311;4.65;1.65;1.59;;2.99;2.29;1.35
670; 49 Rue De L'alma;35000;Rennes ;48.09857;-1.675086;5.09;2.16;1.84;;2.99;2.32;1.27
671; 49 Rue Pierre Decock;59123;Bray-Dunes ;51.063845;2.521181;4.65;;1.65;;2.99;2.29;1.35
672; 493 Av De Lattre De Tassigny Cc Le Caillou;33200;Bordeaux ;44.86028;-0.63476;4.75;1.65;;;2.99;2.29;1.35
673; 496 Rte De Montauban;82290;Montbeton ;44.011736;1.288694;5.53;2.07;2.2;;3.48;;
674; 5 Allee P Lamouroux Cc Via Bella;94400;Vitry-sur-Seine ;48.8000285;2.3795313;4.65;1.49;1.39;2.2;2.89;1.99;1.25
675; 5 Avenue Ferber;62250;Marquise ;50.81279;1.69947;4.65;1.59;1.55;;2.99;2.15;1.25
676; 5 Bd Beaumarchais;75004;Paris ;48.8541998;2.3685745;5.8;2.08;2.21;;3.78;2.41;1.69
677; 5 Bd Eugene Cabassud;13010;Marseille ;43.286575;5.412664;4.75;1.65;1.46;;2.99;;
678; 5 Bis Avenue Georges Clemenceau;51100;Reims ;49.25145;4.0473;4.65;1.59;1.65;;2.99;2.29;1.29
679; 5 Boulevard Belfort;59000;Lille ;50.621192;3.079344;5.02;2.16;1.84;2.67;3.16;2.32;
680; 5 Et 7 Rue Samaritaine;01000;Bourg-en-Bresse ;46.20472;5.22754;4.75;1.59;1.43;;2.99;2.29;1.25
681; 5 Pl Docteur Albert Schwei;67800;Hoenheim ;48.621801;7.767851;5.65;;;3.05;3.39;;
682; 5 Pl Du Bas Pouldu;56520;Guidel Plages ;47.772329;-3.524588;5.72;2.33;;;3.49;2.61;
683; 5 Place De L'europe;78860;Saint-Nom-la-Bretèche ;48.8597519;2.0230268;5.79;2.03;2.16;2.85;3.91;2.32;1.64
684; 5 Route De Libourne;33750;Saint-Germain-du-Puch ;44.857586;-0.32275;4.87;1.87;1.99;;2.99;2.1;1.25
685; 5 Rue D'acy;02200;Venizel ;49.3651868;3.4025952;4.85;2.0;1.7;2.8;2.99;;1.22
686; 5 Rue De La Croix St Jacques;91620;La Ville-du-Bois ;48.668866;2.273895;4.6;1.49;1.59;2.29;2.99;2.29;
687; 5 Rue De Metz;57865;Amanvillers ;49.16823581110482;6.05043838863009;4.87;1.9;2.02;2.5;2.99;2.15;1.29
688; 5 Rue Du Lavoir;78200;Mantes-la-Jolie ;48.98844;1.71032;4.75;1.59;;;2.99;2.15;1.25
689; 5 Rue Emile Zola;42500;Le Chambon-Feugerolles ;45.39749;4.32486;4.65;1.59;1.39;;2.99;2.09;1.34
690; 5 Rue Franklin;93100;Montreuil ;48.8613874;2.4435757;4.65;;;2.21;2.99;2.29;1.29
691; 5 Rue Grande Fontaine;55130;Gondrecourt-Chateau ;48.513534;5.506808;4.87;1.96;1.96;2.76;2.99;2.12;1.33
692; 5 Rue Jean Jaures 0;54530;Pagny-sur-Moselle ;48.97734;6.02658;4.99;1.75;1.9;;2.99;;1.25
693; 5 Rue Jules Ferry;62270;Frévent ;50.2775246;2.2918558;4.65;1.59;1.59;;2.99;2.29;
694; 5 Rue Perrin;56000;Vannes ;47.642969;-2.741012;4.65;1.49;1.55;2.39;2.99;1.99;1.25
695; 5-15 Avenue Faidherbe Cc Babylone;93310;Le Pré-Saint-Gervais ;48.879478;2.411759;4.65;1.59;1.55;2.21;2.99;;1.25
696; 5-7 Bd Cosmao Dumanoir Cc L'orientis;56100;Lorient ;47.754747;-3.365043;;1.59;1.39;2.45;2.99;;1.25
697; 5-7 Rue De Bidefort 0;29400;Landivisiau ;48.50945;-4.06955;5.09;2.16;1.84;2.67;3.1;2.32;1.27
698; 5-7 Rue Gambetta;50100;Cherbourg-en-Cotentin ;49.6381187;-1.6243302;5.09;2.16;1.84;2.67;2.99;2.32;1.27
699; 5-7 Square Des Fusilles Za Bouchayer Viallet;38000;Grenoble ;45.194306;5.731797;5.14;1.97;1.91;2.86;3.32;2.15;1.51
700; 50 Avenue De La Republique;27700;Les Andelys ;49.24446;1.40708;4.65;1.59;1.59;;2.99;2.29;1.25
701; 50 Avenue Robert Schumann;95350;Saint-Brice-sous-Forêt ;49.010012;2.349164;;1.45;1.55;2.29;2.99;1.99;1.25
702; 50 Boulevard Des Metairies Cc Bourgchevreuil;35510;Cesson-Sévigné ;48.11842;-1.60461;4.99;2.14;1.8;;3.06;2.29;1.26
703; 50 Cours Du President Jf Kennedy;35000;Rennes ;48.1210884;-1.7137352;4.65;1.59;1.43;2.45;2.99;2.29;1.25
704; 50 Rue De Brest;29860;Bourg-Blanc ;48.4927174;-4.5018464;5.54;2.33;2.02;;3.37;;
705; 50 Rue Domremy;75013;Paris ;48.8292935;2.3697486999999;5.54;2.03;2.16;;2.99;2.32;1.64
706; 50-56 Boulevard Marechal Joffre;92340;Bourg-la-Reine ;48.78305;2.31519;4.75;1.59;1.49;2.21;2.99;2.15;1.25
707; 500 Avenue Roland Huguet;62560;Fauquembergues ;50.5996049;2.0944554;;2.0;1.7;2.8;2.99;2.08;1.22
708; 51 Av Jean Mermoz;69008;Lyon ;45.735132;4.874963;5.26;2.01;1.98;2.95;;2.2;1.52
709; 51 Rue De La Republique;03630;Désertines ;46.3563006;2.6178928;4.65;1.59;;;2.99;;1.25
710; 51 Rue Des Pyrenees 0;75020;Paris ;48.8520797;2.4061738;5.54;2.03;2.16;;3.66;2.32;1.64
711; 51 Rue Du Docteur Dagorno 0;94440;Villecresnes ;48.72248;2.53351;5.3;1.93;2.09;2.77;3.49;2.2;1.52
712; 51 Rue Du General Brunet;75019;Paris ;48.882441;2.393621;5.54;2.03;2.16;;3.66;2.32;1.64
713; 515 Route De Carpentras;84320;Entraigues-sur-la-Sorgue ;44.0052011;4.9333553;4.79;1.65;1.65;2.28;2.99;2.39;1.39
714; 52 Avenue De La Liberation;76370;Neuville Les Dieppe ;49.92514;1.11327;4.65;1.49;1.39;;2.89;1.89;1.25
715; 52 Avenue De La Somme Cc Merignac Soleil;33700;Mérignac ;44.828745;-0.655883;4.6;1.49;1.55;;2.99;2.15;1.25
716; 52 Route De Cepet;31790;Saint-Sauveur ;43.754762;1.407523;4.87;1.87;1.99;2.45;2.92;2.1;1.25
717; 53 Avenue Du Pigonnet;13090;Aix En P -Pigonnet ;43.516486;5.436344;5.26;2.01;2.03;2.95;3.38;2.2;1.52
718; 53 Avenue Jean Jaures;59920;Quiévrechain ;50.392142;3.621775;4.65;1.49;1.55;;2.89;2.09;1.25
719; 53 Boulevard Leon Blum;56100;Lorient ;47.7483076;-3.3743483000001;5.09;2.16;1.84;;3.1;;
720; 53 Rue Brillat Savarin;01100;Oyonnax ;46.24899;5.64276;4.65;1.49;1.43;2.45;2.95;2.15;1.25
721; 53 Rue De La Sinne 0;68100;Mulhouse ;47.74638;7.34104;5.19;1.79;;2.8;3.1;2.45;1.3
722; 53 Rue Jules Faron;42153;Riorges ;46.0406368;4.0380294;;1.49;1.55;;2.99;2.09;1.25
723; 54 Rue Charles Dumont;21000;Dijon ;47.31179;5.03929;5.26;2.01;2.01;;;2.2;1.52
724; 54 Rue Des Entrepreneurs;75015;Paris ;48.845861;2.287185;5.54;2.03;1.92;;;2.32;1.64
725; 54-56 Avenue De Framlingham;02380;Coucy-le-Château-Auffrique ;49.523662;3.314964;5.48;2.24;;3.17;3.6;;
726; 54/56 Rue De Bernieres;14000;Caen ;49.182839;-0.359076;5.09;2.16;1.84;2.67;2.99;2.32;
727; 55 Chemin De La Bouyere Cc Toulon Ouest;83190;Ollioules ;43.1247938;5.876373300000068;;1.65;1.59;2.29;2.99;2.39;
728; 55 Route De Nimes;30230;Bouillargues ;43.80037859;4.4173951;4.99;1.96;1.97;2.76;3.08;2.12;
729; 56 Avenue St Jean Du Desert;13012;Marseille ;43.300163;5.436807;5.77;;2.11;3.13;;;
730; 56 Route De Cosne;58310;Saint-Amand-en-Puisaye ;47.52909;3.07206;4.89;1.93;1.88;2.72;2.99;2.07;1.3
731; 57 Av Jean Jaures;93300;Aubervilliers ;48.904499;2.392033;;1.96;2.09;;3.58;;1.6
732; 57 Avenue Jean Rieux;31000;Toulouse ;43.596329;1.462149;4.65;1.65;;;;;1.35
733; 57 Rue Du Transvaal;21000;Dijon ;47.315348;5.036541;5.26;;;;3.38;;1.52
734; 57 Rue Nationale;57600;Forbach ;49.187047;6.901083;5.19;;1.95;3.0;3.2;;1.3
735; 57-59 Rue Delerue;94100;Saint-Maur-des-Fossés ;48.796402;2.492988;;1.65;1.65;2.21;3.19;2.39;1.35
736; 57/61 R Esquermoise;59000;Lille ;50.63838;3.06072;5.13;2.14;1.82;;3.25;2.21;1.3
737; 58 Rue De La Boetie;75008;Paris ;48.874404;2.319167;5.67;;2.21;;3.78;2.41;
738; 58 Rue Morel;59500;Douai ;50.372725;3.086216;5.13;2.14;;;;2.21;1.3
739; 59 Rue De La Barre;76200;Dieppe ;49.924593;1.073785;5.15;;;2.85;;2.32;
740; 59 Rue De La Mer;14470;Courseulles-sur-Mer ;49.332776;-0.457932;5.09;2.16;1.94;;3.1;2.32;1.27
741; 59 Rue Des Bons Raisins;92500;Rueil-Malmaison ;48.8722149;2.1955458;4.65;1.65;1.59;2.35;3.15;2.29;1.29
742; 59 Rue Haute St Paterne;36100;Issoudun ;46.9422918;1.988397;4.65;1.59;;;2.99;2.15;1.25
743; 596 Avenue De Trevoux Route Nationale;01000;Saint-Denis-lès-Bourg ;46.201991;5.199274;;1.59;1.55;2.39;2.89;1.99;1.25
744; 5b R Aristide Briand;68460;Lutterbach ;47.759438;7.278538;5.5;;2.05;3.19;;2.59;1.39
745; 6 Allee De Gascogne;31470;Fonsorbes ;43.558614;1.172893;4.65;1.49;1.55;;2.89;1.79;1.25
746; 6 Avenue De Boufflers;54000;Nancy ;48.689256;6.162408;5.85;;2.1;3.15;3.5;2.75;
747; 6 Avenue De L'europe Zac De Venette;60280;Venette ;49.408905;2.782232;4.6;1.49;1.55;2.29;2.89;1.99;1.25
748; 6 Avenue De La Gare;78970;Mézières-sur-Seine ;48.96258;1.80803;4.79;1.65;1.49;2.21;2.99;2.39;1.29
749; 6 Avenue Pasteur;76000;Rouen ;49.443372;1.07814;5.09;2.16;1.6;;3.1;2.32;1.27
750; 6 Pl Du Schluthfeld 1 Rue St Ehrard;67000;Strasbourg ;48.5697198;7.7523177;;1.79;1.95;2.69;3.1;2.45;1.3
751; 6 Place Alexandre Laissac;34000;Montpellier ;43.605816;3.876071;5.41;2.09;2.03;2.99;2.99;2.26;1.55
752; 6 Place De La Halle;15250;Naucelles-Reilhac ;44.9881108;2.4254632;5.44;2.06;2.05;2.93;3.48;2.28;1.46
753; 6 Place Du Cedre;51390;Gueux ;49.2509738189846;3.91514245900395;5.65;1.95;2.1;3.05;3.39;;1.4
754; 6 Rue Balzac;30133;Les Angles ;43.958591;4.773289;4.65;1.59;1.43;2.21;;2.15;1.25
755; 6 Rue Claudius Rougenet Chateau De L'hers;31500;Toulouse ;43.598394;1.487624;4.65;1.59;1.55;;2.99;2.09;1.25
756; 6 Rue De Beaubourg;75004;Paris ;48.860699;2.353477;5.54;2.03;2.16;2.85;3.66;2.32;1.64
757; 6 Rue De Bievres;92140;Clamart ;48.797673;2.265217;;;;2.85;;2.32;
758; 6 Rue De Chatillon Espace Valentin;25480;École-Valentin ;47.282563453736;5.99585027961995;4.6;1.59;1.55;;2.89;2.15;1.29
759; 6 Rue De L'abbe Fx Scherer;67000;Strasbourg ;48.571359;7.795501;5.65;;2.1;;;2.65;1.4
760; 6 Rue De La Craffe;54000;Nancy ;48.69859;6.17599;5.85;1.95;2.1;;3.6;;1.45
761; 6 Rue De La Sabliere;75014;Paris ;48.8317149;2.324648;;1.87;;;3.82;;1.52
762; 6 Rue De Remusat;75016;Paris ;48.847911;2.2725948;5.54;2.03;2.16;;3.66;2.32;1.64
763; 6 Rue De Senives;45300;Pithiviers ;48.1721138;2.2555964000001;5.45;1.92;;2.7;2.99;2.22;
764; 6 Rue Du Docteur Massenat;19110;Brive ;45.15891799837172;1.5338491265634997;5.18;1.96;2.1;2.64;3.26;;1.42
765; 6 Rue Du Faubourg De Conde Le Chapeau Fort;51210;Montmirail ;48.87378;3.54101;4.65;1.49;;;2.89;1.89;1.25
766; 6 Rue Du General De Gaulle;56370;Sarzeau ;47.5269021;-2.7693429;5.21;2.21;1.84;2.74;3.17;2.38;1.3
767; 6 Rue Ernest Gaugiran;41600;Lamotte-Beuvron ;47.600024;2.027055;4.65;1.59;;2.2;2.85;2.15;1.25
768; 6 Rue Georges Simenon;83400;Hyères ;43.115317;6.130411;4.65;1.59;1.55;;2.99;2.15;1.29
769; 6 Rue Jean Varin;76560;Doudeville ;49.72049;0.78653;4.79;1.65;1.43;;2.99;2.29;1.35
770; 6 Rue Meynadier;06400;Cannes ;43.55289;7.01581;4.65;1.65;1.49;2.33;2.99;2.59;1.39
771; 6 Rue St Fuscien;80000;Amiens ;49.886648;2.303382;5.13;2.14;1.82;2.48;3.25;;1.3
772; 6 Ter Avenue Division Leclerc;54540;Badonviller ;48.49828;6.89021;5.65;;2.1;3.05;;;1.4
773; 6-8-10 Avenue Carnot;44000;Nantes ;47.21436;-1.54558;5.09;;1.84;;3.1;;1.48
774; 60 Place Duroc;54700;Pont-à-Mousson ;48.903296;6.055609;5.19;1.79;;2.8;3.1;2.45;1.3
775; 60 Rue De Stenay Cc Centre Avenir;93700;Drancy ;48.92064;2.42094;;1.65;1.55;2.29;2.99;2.15;1.25
776; 61 Route De Bretagne Cc Boissiere;61250;Condé-sur-Sarthe ;48.43306822714352;0.06172403059690623;4.6;1.49;1.55;2.39;2.89;1.99;1.25
777; 61 Rue Des Grebes Huppes Za Les Bordets;74130;Bonneville ;46.073233;6.419323;;1.59;1.55;2.45;2.99;2.15;1.29
778; 615 Route De Chambery;73170;Yenne ;45.704424;5.768125;4.75;1.59;1.59;2.49;2.99;2.29;1.25
779; 62 Bis Rue De Dierville;62116;Bucquoy ;50.1387995;2.7092639;5.01;2.07;1.76;2.87;;2.13;1.28
780; 62 Route Nationale 23 Cc La Boule D'or;72330;Cérans-Foulletourte ;47.830159;0.077022;4.65;1.59;;2.45;2.99;2.09;1.35
781; 63 Avenue Des Vosges;67000;Strasbourg ;48.590349;7.748762;5.29;1.85;1.99;2.75;;2.5;1.35
782; 63 Avenue Du General De Gaulle 0;15500;Massiac ;45.254282;3.197637;;1.96;1.97;2.76;;2.12;
783; 63 Rue De Paris;93100;Montreuil ;48.858532;2.43256;5.39;1.96;;;3.58;;1.6
784; 63 Rue Du Luxembourg;57390;Audun-le-Tiche ;49.47615;5.95588;4.65;1.59;1.55;2.21;2.99;2.15;1.25
785; 63 Rue Fessart;75019;Paris ;48.877007;2.382313;5.54;2.03;;;2.99;;1.64
786; 64 Route D'apremont;73000;Barberaz -Apremont64 ;45.562931;5.945795;5.77;2.15;;3.13;3.72;;1.58
787; 64 Rue Champbertrand;89100;Sens -Champbertrand ;48.193478;3.27647;4.6;2.07;2.2;;3.6;2.45;
788; 65 Bis Avenue De La France Libre;29000;Quimper ;48.0023006;-4.0991848;;2.21;1.89;;3.17;;1.3
789; 65 Place Du Marche;86300;Chauvigny ;46.56937;0.64584;5.72;2.33;2.02;2.99;3.49;;
790; 65-67 Route Nationale;60800;Crépy-en-Valois ;49.2373343;2.8879291000001;5.39;1.96;2.09;2.85;3.58;2.23;1.51
791; 65-75 Bvd Ste Anne;14100;Lisieux ;49.1437364;0.22087880000004;5.4;2.24;1.95;2.82;3.29;2.47;1.35
792; 655 Rue De Lille;62400;Béthune ;50.52537;2.65022;4.65;1.59;1.55;2.45;2.99;2.15;1.25
793; 66 Avenue Aristide Berges;38190;Villard-Bonnot ;45.233638;5.881787;5.77;2.15;2.07;3.13;;;1.58
794; 66 Avenue Olivier Heuze;72000;Le Mans ;47.9967677;0.17956010000000333;4.65;1.59;;;2.99;2.29;1.35
795; 66 Boulevard Bordier;95370;Montigny-lès-Cormeilles ;48.994775;2.198764;;1.49;1.59;2.29;2.99;2.15;1.29
796; 66 Route Nationale;47290;Cancon ;44.535646;0.624766;5.53;;;2.8;3.48;2.4;1.53
797; 66 Voie De La Liberte;57160;Scy-Chazelles ;49.10786;6.11854;4.65;1.59;1.55;2.21;2.99;2.15;1.25
798; 67 Avenue Du General Leclerc;92100;Boulogne-Billancourt ;48.82973;2.232278;4.65;;1.59;2.33;2.99;2.59;1.39
799; 67 Boulevard De Roux;13004;Marseille ;43.307077;5.406084;5.1;1.79;1.95;;3.1;2.45;1.3
800; 67-81 Avenue De Stalingrad;94800;Villejuif ;48.783111;2.368109;;1.59;1.59;2.29;2.99;1.99;1.29
801; 672 Chemin De La Gare;38460;Crémieu ;45.722803;5.239305;4.65;1.65;1.59;2.45;2.99;2.29;1.25
802; 672 Rue Du Pas Du Loup 0;34000;Montpellier ;43.596309;3.844703;4.99;1.96;1.97;2.76;;2.12;1.33
803; 68 Avenue Camille Pujol;31000;Toulouse -Pujol ;43.600571;1.46353;5.1;1.9;;2.58;3.18;2.2;1.31
804; 68 Avenue Des Freres Lumiere;69008;Lyon ;45.7452339;4.8657511;;1.65;1.65;;3.25;2.29;1.35
805; 68 Rue D'estienne D'orves 0;92500;Rueil-Malmaison ;48.88603;2.1798475;4.65;1.65;1.59;2.21;2.99;2.15;1.25
806; 68 Rue Du Jura;01460;Montréal-la-Cluse ;46.172702;5.57635;4.65;1.59;1.59;;2.99;2.29;1.25
807; 683 Av De Lattre De Tassigny;83130;La Garde ;43.113601;5.991133;4.99;1.96;;;3.08;2.12;
808; 69 Avenue Louis Cordelet;72000;Le Mans ;48.01338;0.18741;4.65;1.59;1.42;2.45;2.99;2.15;1.35
809; 69 Bis Rue Devosge;21000;Dijon -Devosge ;47.327148;5.042475;5.77;;;3.13;3.72;;1.58
810; 69 Rue De Clichy;75009;Paris ;48.88199;2.3280441;5.71;1.87;;;3.82;2.51;1.52
811; 69 Rue De L'enfer;45450;Fay-aux-Loges ;47.92407;2.13551;4.89;2.09;1.76;;2.99;2.23;1.23
812; 69 Rue De La Republique;01200;Bellegarde S/Valseri ;46.10594;5.82131;;1.59;1.55;;2.85;2.15;1.25
813; 7 Bd Moneghetti;06240;Beausoleil ;43.738565;7.423019;5.41;2.09;;2.99;3.5;2.26;1.55
814; 7 Chemin Des Amaryllis;13012;Marseille ;43.3175677;5.4391923;4.75;1.59;1.55;;2.99;2.15;
815; 7 Place Francoise Dorin;75017;Paris ;48.889488;2.313499;4.79;;1.59;2.33;3.19;2.29;1.35
816; 7 Place Gabriel Peri 0;30000;Nîmes ;43.8390187;4.3646527999999;;2.01;2.03;2.95;;2.2;
817; 7 Rampe Du Vieux Bourg;29200;Brest ;48.397686;-4.453484;5.54;2.07;;2.9;3.6;2.45;1.58
818; 7 Rond-Point De L'esplanade;67000;Strasbourg ;48.5771489;7.7690681;5.29;1.85;;2.7;3.29;;
819; 7 Rue Alsace Lorraine;29160;Crozon ;48.2459402;-4.4896355;4.89;2.09;1.76;;2.99;2.23;
820; 7 Rue Carnot;62930;Wimereux ;50.7691367;1.611589;5.68;2.24;;3.28;3.7;2.44;
821; 7 Rue D'obernai;67000;Strasbourg ;48.5783632;7.7332244;5.29;1.85;;2.89;3.19;2.5;1.35
822; 7 Rue De La Vieille Riviere;50600;Grandparigny ;48.584155;-1.089267;4.65;1.33;1.39;2.45;;2.15;
823; 7 Rue Du Neubourg;76500;Elbeuf ;49.28631;1.00894;4.65;1.49;1.55;2.39;2.89;1.99;1.25
824; 7 Rue Henry Genestal;76600;Le Havre -Genestal ;49.495298;0.105544;;2.16;1.84;;3.1;2.32;1.27
825; 7 Rue Lucien Sampaix;75010;Paris ;48.871208;2.359784;5.54;;2.21;;3.78;2.41;
826; 7 Rue Mazel;55100;Verdun ;49.160211;5.384294;5.85;;2.1;3.15;3.5;2.75;
827; 7 Rue Morins;58320;Pougues-les-Eaux ;47.073129;3.098925;4.99;1.96;1.96;2.76;3.12;2.12;1.33
828; 7 Rue Pastre Cc Maourines - Zac De Borderouge;31200;Toulouse ;43.641154;1.453961;4.65;1.59;1.45;;2.99;;
829; 7 Rue Paul Verlaine L'ecluse    Zac Pirelli;94410;Saint-Maurice ;48.81588;2.45866;4.65;;1.65;;2.99;2.39;1.35
830; 7-9-11 Rue D'orange Belle De Mai;13003;Marseille ;43.31237;5.38638;4.79;1.65;1.59;2.21;2.99;2.29;1.25
831; 70 Boulevard Marx Dormoy;93190;Livry-Gargan ;48.905714;2.522408;4.6;1.59;1.55;;2.99;2.09;
832; 70 Rue De Longvic;21000;Dijon ;47.309609;5.048018;5.77;2.15;2.1;3.13;3.72;2.42;1.58
833; 71 Bis Jean Jaures;31150;Fenouillet ;43.678069;1.391966;5.68;2.07;2.2;;3.6;2.45;1.58
834; 71 Rue De Rennes;75006;Paris ;48.8510857;2.3310343000001;5.54;2.03;2.16;2.85;3.66;2.32;1.64
835; 71-73 Route De Fronton;31140;Aucamville ;43.66508;1.43019;5.18;1.96;2.1;;3.26;2.25;1.42
836; 71/85 Avenue De Pessicart;06100;Nice ;43.711269;7.24841;4.79;1.86;1.49;;2.99;2.59;1.39
837; 72 76 Rue Chateau Des Rentiers;75013;Paris ;48.826961;2.369192;5.75;2.15;2.25;;;2.4;1.7
838; 72 Avenue De Grande Bretagne;31300;Toulouse ;43.59860562037535;1.4185122738557157;5.68;2.07;2.2;2.9;;;
839; 72 Avenue Schuman Galerie Europe;59370;Mons-En-Baroeul ;50.641963;3.110236;5.13;2.14;1.82;2.98;;2.21;1.3
840; 72 Route De Paris;72470;Saint-Mars-la-Brière ;48.030284;0.381593;4.99;2.14;1.8;;;2.29;
841; 73 Boulevard Saint Marcel;13011;Marseille ;43.2887889;5.4578843;4.99;1.96;1.97;2.76;3.08;2.12;1.33
842; 73 Route Des Camoins;13011;Marseille ;43.2974728;5.4966525;;;1.85;2.83;3.15;2.17;1.34
843; 73 Rue De Mirande;21000;Dijon ;47.317511;5.062296;;2.15;;3.13;;;
844; 74 Avenue Pablo Picasso;92000;Nanterre ;48.89021;2.21875;4.65;1.59;;;2.99;;1.25
845; 75 Avenue Du 15e Corps D'armee;83000;Toulon -15e Corps 75 ;43.128118;5.91668189;5.77;2.15;;3.13;3.72;;
846; 75 Bis Rue Jean Jaures;59221;Bauvin ;50.51728;2.89278;4.65;1.65;1.59;2.45;2.99;2.29;1.25
847; 75 Rue Frederic Bellanger;76600;Le Havre ;49.49548;0.09875;4.79;1.65;1.45;2.49;2.99;;1.35
848; 75 Rue Monte Cristo;13004;Marseille ;43.299594;5.395966;5.26;2.01;2.01;2.95;3.38;2.2;1.52
849; 75 Rue Riquet;75018;Paris ;48.889998;2.361442;5.54;2.03;;;;2.32;1.64
850; 76 Av De Republique Lieudit Les Vergnades;07110;Largentière ;44.542361;4.291949;4.99;1.96;1.97;2.76;3.08;2.12;1.33
851; 76 Avenue Du General De Gaulle;56100;Lorient ;47.741297;-3.373038;5.09;2.16;1.84;;3.1;;1.27
852; 76 Rue Georges Clemenceau;10000;Troyes -Clemenceau ;48.298949;4.077519;;1.95;2.1;;3.39;2.65;
853; 76/78av Ch.De Gaulle;92350;Le P. Robinson ;48.776742;2.257114;5.54;2.03;2.16;2.85;3.66;2.32;1.64
854; 760 Avenue Du Marechal Juin Cc Barbe D'or;40000;Mont-de-Marsan ;43.901514;-0.480207;4.6;1.59;1.45;2.39;2.89;1.89;1.25
855; 760 Avenue General De Gaulle;30390;Aramon ;43.897187;4.693349;5.29;2.07;1.76;2.87;3.07;2.13;1.28
856; 77 Bld Du General De Gaulle;59100;Roubaix -De Gaulle ;50.682941;3.170072;5.13;2.14;1.82;;;2.21;1.3
857; 77 Bld Jean Jaures;59210;Coudekerque-Branche ;51.021154;2.3798;5.13;2.14;1.82;2.98;3.25;2.21;1.3
858; 77 Rue Charles Keller;54000;Nancy ;48.70282;6.17527;5.09;;1.9;;3.05;2.4;
859; 77/79 Boulevard Davout;75020;Paris ;48.85425286526439;2.4102335822499783;5.09;;;;3.66;2.32;1.64
860; 78 Avenue Du General De Gaulle Cc Mail;78140;Vélizy-Villacoublay ;48.78489;2.18322;4.65;1.65;1.59;;2.99;2.29;1.35
861; 78 Boulevard Napoleon Iii;06200;Nice ;43.686491;7.225842;5.26;2.01;2.03;2.95;3.38;2.2;1.46
862; 78 Rue Des Peupliers;03300;Cusset ;46.136611;3.434032;;1.59;;2.81;2.99;1.99;1.25
863; 79 Avenue De La Liberation;60260;Lamorlaye ;49.156;2.4455;4.65;1.59;;;2.99;2.09;1.25
864; 79 Bis Rue Sadi Carnot;59129;Avesnes-les-Aubert ;50.1924322;3.3850033;4.75;1.59;1.55;2.45;2.99;2.15;
865; 79 Rue Chabot Charny 0;21000;Dijon ;47.3175866;5.0437648;;2.15;;;3.72;;1.58
