;Adresse;CP;Ville;Latitude;Longitude;Nutella;Riz;Pates;Beurre;Caprice des dieux;Papier toilette;Pain de mie
1084; C.C. Des Longs Champs;14860;Ranville ;49.232102;-0.25715200000002;5.11;2.16;1.88;2.71;3.13;;1.29
1085; Cc Babylone Avenue Marechal Juin;83980;Le Lavandou ;43.13636;6.35782;4.79;1.65;1.59;;3.15;2.29;1.29
1086; Cc Bay 2 Avenue Du General De Gaulle;77090;Collégien ;48.837383;2.661095;;1.59;1.59;2.29;3.15;2.15;1.35
1087; Cc Boulevard De L'ouest Cc L'escapade;10600;La Chapelle-Saint-Luc ;48.306747;4.024114;;1.59;1.59;;2.99;2.15;1.29
1088; Cc Charras;92400;Courbevoie ;48.895288;2.252805;4.65;1.65;1.65;2.28;2.99;2.39;1.35
1089; Cc Chemin Vert;14000;Caen ;49.189734;-0.390108;5.09;2.16;1.84;2.67;2.99;2.32;
1090; Cc De La Croix Blanche 0;77350;Le Mée-sur-Seine ;48.538;2.62944;5.41;1.93;;;2.99;2.2;1.52
1091; Cc De La Porte Du Gatinais Zone Groue;45300;Dadonville ;48.162318;2.256598;4.65;1.49;;;2.89;1.89;1.25
1092; Cc Des 4 Boulevards 6 Bd Jacquard;62100;Calais ;50.948248;1.855885;4.65;1.59;;;2.99;;1.25
1093; Cc Des 7 Mares Rue Du Chemin Au Boeuf;78990;Élancourt ;48.766579;1.949322;4.65;1.65;1.59;;2.99;2.29;1.25
1094; Cc Des Muguets;38070;Saint-Quentin-Fallavier ;45.635659;5.109291;4.65;1.59;1.59;;2.99;2.09;1.25
1095; Cc Du Bocage Rue De La Foret;35235;Thorigné-Fouillard ;48.159581;-1.580573;4.65;1.49;1.39;2.39;2.89;1.99;1.25
1096; Cc Du Marais;10100;Romilly-sur-Seine ;48.51048;3.71441;4.65;1.59;;2.21;2.95;2.15;1.25
1097; Cc Du Mesnil Roux;76360;Barentin ;49.53536;0.968836;4.6;1.49;1.55;2.39;2.89;2.15;1.29
1098; Cc Georges Besse;62520;Le Touquet-Paris-Plage ;50.510849;1.622743;4.65;1.59;1.39;;2.99;2.15;1.25
1099; Cc Grand Siecle 4 Rue De L'ecole Des Postes;78000;Versailles ;48.80295;2.15731;4.65;1.75;1.65;;2.99;2.79;1.39
1100; Cc Joli Mai 23 Avenue Du General De Gaulle;92360;Meudon La Foret ;48.78768;2.22779;4.65;1.65;1.59;;2.99;2.29;1.29
1101; Cc Kerfontaine;56400;Pluneret ;47.668873;-2.959278;4.65;1.49;1.55;;2.89;1.89;1.25
1102; Cc La Creule;59190;Hazebrouck ;50.739079;2.546205;4.6;1.49;1.59;2.39;2.99;1.99;1.25
1103; Cc La Ramondia Rte De Labarthe De Neste;65300;Lannemezan ;43.10306;0.38737;4.65;1.59;1.55;2.21;2.99;1.99;1.25
1104; Cc Lacaussade;65000;Tarbes ;43.2353239;0.0532243;4.65;1.59;1.39;2.21;2.99;2.09;1.25
1105; Cc Le Meridien;59240;Malo Les Bains ;51.051009;2.409547;4.65;1.49;1.55;;2.89;2.15;
1106; Cc Le Moulin A Vent Route De Daux;31700;Mondonville ;43.672932;1.286019;4.65;1.59;;;2.95;1.99;1.25
1107; Cc Le Plan Rn 96;04700;La Brillanne ;43.932202;5.889385;4.65;1.59;1.55;2.21;2.99;2.15;1.25
1108; Cc Le Tregor;35830;Betton ;48.183813;-1.645428;5.54;2.33;2.02;;3.37;;
1109; Cc Lehena Route De Bayonne;64120;Amendeuix-Oneix ;43.33006;-1.037882;4.65;1.49;1.39;2.21;2.89;1.99;1.25
1110; Cc Les 4 Routes 3 Avenue De La Redoute;92600;Asnières-sur-Seine ;48.92755;2.27511;4.65;1.65;1.65;2.21;2.99;2.29;1.35
1111; Cc Les Forges;35760;Saint-Grégoire ;48.153561;-1.683146;4.99;2.14;1.8;;3.06;2.29;1.26
1112; Cc Mont Blanc 1751 Avenue De Geneve;74700;Sallanches ;45.951901;6.627093;;1.59;1.55;;;2.15;1.29
1113; Cc Porte Des Flandres;62138;Auchy-les-Mines ;50.519941;2.796117;4.6;1.49;1.55;2.39;2.89;1.99;
1114; Cc Santa Devota Rn 93;20290;Borgo ;42.551192;9.441865;;1.65;1.45;2.33;2.99;2.29;1.35
1115; Cc Segny Ii Route Nationale 5;01170;Ségny ;46.294272;6.079067;;1.59;1.55;;;2.15;1.25
1116; Cc Terres Noires Les Portes Du Tarn;81370;Saint-Sulpice-la-Pointe ;43.772483;1.675962;4.65;1.59;1.55;;2.95;1.99;1.25
1117; Cc Val De Lys;62120;Aire-sur-la-Lys ;50.636688;2.412432;;1.49;1.55;2.39;2.89;1.89;1.25
1118; Cc Varenne Du Moulin A Vent Rn 10;86220;Dangé-Saint-Romain ;46.924464;0.601037;4.65;1.59;1.55;2.21;2.99;2.09;1.25
1119; Cc Vert Galant 137 Av Gilbert Berger;93290;Tremblay-en-France ;48.95013;2.57222;4.65;1.59;;;2.99;2.15;1.25
1120; Cc Zac Epinette 5005 F Rue De Bethune;62160;Aix-Noulette ;50.442819;2.695806;4.65;1.59;1.55;2.45;2.95;2.09;1.25
1121; Cd 143 Les Allees;62180;Verton ;50.409608;1.646061;4.65;1.59;1.59;2.45;2.99;2.29;1.29
1122; Cd 50 Rue De La Cite Neuve;27320;Nonancourt ;48.763795;1.215363;4.65;1.59;1.55;;2.99;4.18;1.25
1123; Cd 533;64150;Os-Marsillon ;43.38538;-0.611998;4.65;1.59;1.39;2.21;2.99;2.09;
1124; Cd 67 Les Luyers;01340;Montrevel-en-Bresse ;46.3344465;5.1256012;4.65;1.49;1.55;;2.89;1.89;1.25
1125; Cd 82-70 Allee Des Maronniers Lot Les Millieres;01390;Saint-André-de-Corcy ;45.92813;4.95625;;1.59;1.55;;2.95;;1.25
1126; Centre Activites Sud;05100;Briançon ;44.881284;6.624402;4.65;1.49;1.55;;2.99;;1.25
1127; Centre Commercial La Bruyere 42 Avenue De Borde Haute;31750;Escalquens ;43.518518;1.559973;;2.07;2.2;;3.6;;
1128; Centre Commercial Ste Germaine Esplanade Ste Germaine;31820;Pibrac ;43.61885;1.284927;5.53;;2.2;;3.48;;1.53
1129; Ch De Patafloux Quartier Gabon;13220;Châteauneuf-les-Martigues ;43.390845;5.162306;5.12;;;;;;
1130; Chaussee De Chappe;18000;Bourges ;47.092796;2.41996;4.6;1.49;;2.29;2.89;1.89;1.25
1131; Chemin D'arancette Marracq;64100;Bayonne ;43.4832971;-1.4896447;4.65;1.59;1.55;2.29;2.89;1.99;1.25
1132; Chemin De Bellevue Zi Les Grasses;01960;Péronnas ;46.182197;5.206751;4.65;;1.39;;2.89;3.98;1.25
1133; Chemin De Blaches Cc La Croix D'or;26700;Pierrelatte ;44.362323;4.694705;4.65;1.59;1.55;2.39;;1.99;1.29
1134; Chemin De Clairefontaine;14800;Tourgéville ;49.351662;0.059376;4.65;1.59;1.54;;2.99;2.15;1.25
1135; Chemin De La Vieille Colme;59630;Bourbourg ;50.939737;2.19874;4.65;1.59;1.55;;2.99;2.15;
1136; Chemin De Sierck;57480;Rettel ;49.446166;6.343176;4.65;1.59;1.59;;2.99;2.15;1.25
1137; Chemin De St Claude Bretelle De L'autoroute;06600;Antibes ;43.604479;7.089145;;1.59;1.59;2.29;2.99;2.29;
1138; Chemin De Tartifume Cc Les Rives D'arcins;33130;Bègles ;44.79481;-0.531478;;1.59;1.59;2.29;2.95;2.29;
1139; Chemin Des Allix;45500;Gien ;47.68827;2.64795;4.65;1.49;;2.21;2.89;1.89;1.25
1140; Chemin Des Tourelles Rd 257;91360;Épinay-sur-Orge ;48.66907;2.33386;4.6;1.59;1.55;2.21;2.99;;
1141; Chemin Du Figuier;01700;Miribel ;45.82829;4.97149;;1.59;1.55;;;2.09;1.29
1142; Chemin Du Refuge;06250;Mougins ;43.580659;6.9968;4.65;1.59;1.55;2.21;2.99;2.15;1.25
1143; Chemin Finosello;20000;Ajaccio ;41.942907;8.746448;4.6;1.49;;2.05;2.99;1.99;1.25
1144; Chemin Flaquier Nord Cc Val Du Tignet-Rte Draguignan;06530;Le Tignet ;43.634144;6.852961;4.65;1.65;1.59;;2.99;2.29;1.35
1145; Chemin Mailheau;31270;Frouzins ;43.5238;1.32293;4.65;1.59;1.39;2.21;2.95;1.99;1.25
1146; Chemin Morcy La Landaz;74200;Thonon-les-Bains ;46.35996;6.45985;4.79;1.65;;;2.99;2.29;1.35
1147; Clos Du Mont D'est Cc Des Arcades;93160;Noisy-le-Grand ;48.839401;2.54626;;1.65;1.59;2.45;3.15;2.29;1.35
1148; Creis Er Prat;56240;Plouay ;47.918241;-3.334812;4.65;1.59;1.55;2.39;2.89;1.99;1.25
1149; D 14;78410;Flins-sur-Seine ;48.96512;1.861821;4.6;1.65;1.59;2.29;2.99;2.39;1.35
1150; D 515 Cc St Clair;14200;Hérouville-Saint-Clair ;49.20753;-0.32958;4.6;1.59;1.55;;2.89;2.15;1.35
1151; D102 Lieudit La Croisette;07200;Aubenas ;44.606196;4.387481;4.65;1.49;1.39;2.39;2.89;1.89;1.25
1152; D86 Ldit Les Cotes;07800;Saint-Georges-les-Bains ;44.847991;4.821639;4.99;1.96;1.97;2.76;3.08;2.12;1.33
1153; D904 De Verdun;55160;Fresnes Woevre ;49.099246;5.625257;5.15;1.79;1.9;;3.05;2.4;1.29
1154; Engelgrund Auf Die Strasse Rd 468;67630;Scheibenhard ;48.97324;8.15092;;1.59;1.59;2.21;2.89;2.15;1.25
1155; Esplanade Compans Caffarelli;31000;Toulouse ;43.61129;1.43498;4.79;1.69;1.65;2.28;2.99;2.79;1.35
1156; Garage Du Canal Rte Des Platanes;77440;Lizy-sur-Ourcq ;49.020105;3.031408;4.65;1.59;1.55;;2.99;2.09;1.25
1157; Grand Place;59870;Marchiennes ;50.40798;3.2794338;5.01;2.07;1.76;2.87;3.07;;1.28
1158; Grillot Prejeannot;21190;Corpeau ;46.921256;4.749825;4.75;1.59;1.45;;;2.29;1.25
1159; Impasse Chantilly;33210;Langon ;44.5530311;-0.24628389999998;;1.9;2.02;;2.99;;1.29
1160; Impasse Des Figuiers Quartier Des Coumbettes;83520;Roquebrune-sur-Argens ;43.461519;6.633055;4.65;1.59;1.55;;2.99;2.09;1.25
1161; L'aulnaie Cc Du Chene;44450;Saint-Julien-de-Concelles ;47.247139;-1.36994;4.65;1.49;1.55;;2.89;1.99;1.25
1162; La Croix Blanche;48400;Florac Trois Rivières ;44.329297;3.590619;4.75;1.59;1.55;2.21;;2.15;1.25
1163; La Croix Rouge Za Est;60420;Maignelay-Montigny ;49.554606;2.533453;4.65;1.59;1.55;;;;1.25
1164; La Marcissiere Rue Guillaume Seznec;61130;Saint-Martin-du-Vieux-Bellême ;48.375207;0.541971;4.65;1.59;1.39;2.45;;2.09;
1165; La Rebeyrette;23200;Aubusson ;45.949524;2.172116;4.65;1.59;;;2.95;2.09;1.25
1166; Le Bourg Sud;24130;Prigonrieux ;44.853952;0.399532;4.65;1.59;1.39;;2.95;2.09;
1167; Le Briou;58700;Prémery ;47.175525;3.326777;4.75;;;;2.99;2.15;1.25
1168; Le Chene Vert Route De Paimpol;22580;Plouha ;48.688024;-2.93044;4.65;1.59;1.55;2.45;2.99;1.99;1.25
1169; Le Clos Pontcel N16;95270;Luzarches ;49.117875;2.427089;4.65;1.59;1.45;;2.99;2.15;1.25
1170; Le Mas 1859 Route De Lyon;07430;Davézieux ;45.25855;4.69937;4.65;1.65;;2.45;2.99;2.29;1.25
1171; Le Moulin Route D'aucamville;82170;Grisolles ;43.824796;1.289567;4.65;1.59;1.39;;2.95;1.99;1.25
1172; Le Pommeret;35310;Bréal-sous-Montfort ;48.0586765;-1.8893656;;1.59;1.39;;2.89;1.79;1.25
1173; Le Pressoir;72120;Saint-Calais ;47.917651;0.76602;4.65;;1.39;;2.85;1.99;1.25
1174; Le Priolat;24220;Saint-Cyprien ;44.86726;1.0436589;5.85;1.49;1.55;2.29;2.89;2.15;1.25
1175; Le Val Aux Biches Rn 14;27380;Fleury-sur-Andelle ;49.360234;1.355593;4.65;1.59;1.39;2.45;2.99;2.09;1.25
1176; Les 4 Canaux Cd 986;34250;Palavas-les-Flots ;43.535096;3.908428;4.75;1.59;1.55;2.21;2.99;2.15;1.25
1177; Les Adrechs Lieu Dit Pas De Menc;83560;Vinon-sur-Verdon ;43.729261;5.801968;4.65;1.59;1.55;2.21;2.99;2.09;1.49
1178; Les Marines De Porticcio 2 Grosseto Prugna;20166;Porticcio ;41.8879;8.803338;4.65;1.59;;2.21;2.95;1.99;
1179; Les Quatre Vents Cd 246;50140;Mortain-Bocage ;48.655978;-0.938893;4.65;1.59;1.39;2.39;2.99;2.15;1.25
1180; Lieu Dit Cabourdy Rn 20;31790;Saint-Jory ;43.747111;1.365571;4.65;1.59;1.55;;2.99;2.09;1.25
1181; Lieu Dit Cite Du Barrage;07400;Rochemaure ;44.603524;4.719922;4.65;1.59;1.55;2.45;;;1.25
1182; Lieu Dit Font Mourier Rn 98;83310;Cogolin ;43.257182;6.560104;4.65;1.59;1.59;;;4.3;
1183; Lieu Dit Gorgier Cc Fontneuve;06650;Opio ;43.667828;6.985589;4.65;1.65;1.65;;2.99;2.29;1.35
1184; Lieu Dit La Fege Rn97;83790;Pignans ;43.302012;6.235763;4.65;1.59;1.55;;2.99;2.15;1.25
1185; Lieu Dit La Glacerie;14420;Potigny ;48.970807;-0.243744;5.01;1.92;;2.7;2.99;2.22;
1186; Lieu Dit Laschamps;19350;Chabrignac ;45.316637;1.33791;4.97;1.9;2.02;2.5;2.99;2.15;1.29
1187; Lieu Dit Le Goutal;11290;Lavalette -Goutal ;43.185041;2.260574;4.87;1.87;1.99;;2.99;2.1;1.25
1188; Lieu Dit Le Sablas Rn 88;12160;Baraqueville ;44.277055;2.450949;4.65;1.49;1.55;;2.89;;1.25
1189; Lieu Dit Les Aubregades 9107 Boulevard Gambetta;83390;Cuers ;43.238013;6.079661;4.65;1.59;1.55;;2.99;2.09;1.25
1190; Lieu Dit Les Macarons L'ile Verte;06560;Valbonne ;43.645793;7.049196;4.65;1.65;1.59;2.35;2.99;2.29;1.35
1191; Lieu Dit Noillac;24340;Mareuil en Périgord ;45.448213;0.46495;4.99;2.0;1.7;2.8;2.99;;1.22
1192; Lieu Dit Plaisance Zone Artisanale;12120;Cassagne Begonhes ;44.176306;2.519871;4.97;1.9;2.02;;2.99;2.15;
1193; Lieu-Dit Les Arses Rn 20;66760;Ur ;42.449135;1.946466;4.65;1.59;1.55;;2.99;2.09;1.25
1194; Lieu-Dit Prat Nerous Route De Vielle-Aure;65170;Bourisp ;42.827201;0.333236;4.75;1.59;1.55;2.21;2.99;2.15;1.25
1195; Lieudit Aux Claous;40400;Tartas ;43.825982;-0.804647;4.65;1.59;1.55;;2.95;1.99;1.25
1196; Lieudit Hontaut Route D'eauze;32100;Condom ;43.944046;0.359604;4.65;1.7;1.55;2.22;2.95;2.15;1.25
1197; Lieudit Le Champ Du Cure;60490;La Neuville-sur-Ressons ;49.552648;2.755587;4.85;1.78;1.7;;2.99;2.05;1.22
1198; Lieudit St Sauveur Zac Petite Camargue;30600;Vauvert ;43.688326;4.273242;4.65;1.59;1.59;2.21;2.99;;1.25
1199; Lotissement La Tuilerie;30250;Villevieille ;43.805086;4.092447;4.65;1.49;1.39;2.2;2.89;1.99;1.25
1200; Maner Ker Elo;29170;Fouesnant ;47.898604;-4.011125;4.65;1.49;1.55;;2.95;1.99;1.25
1201; Marsalou Route D'aurillac;15200;Mauriac ;45.215084;2.342802;4.65;1.49;1.55;2.39;2.89;1.89;1.25
1202; N 196 Lieu-Dit Trevol;20110;Viggianello ;41.668165;8.922673;4.79;1.65;1.49;2.2;2.99;;1.35
1203; N 24 Cc Tremblay;61100;Saint-Georges-des-Groseillers ;48.770225;-0.573405;4.65;1.45;1.55;2.39;2.89;1.79;1.03
1204; N 43;08110;Blagny ;49.623472;5.180729;4.65;1.59;1.55;2.21;2.95;1.99;1.25
1205; N 7 Les Plaines;42120;Le Coteau ;46.01506;4.09117;4.65;1.59;1.39;2.45;2.99;1.99;1.25
1206; Pa Les Rolandieres 2 Rue De La Rouelle;35120;Dol-de-Bretagne ;48.550539;-1.724504;4.65;1.49;;2.39;2.89;;1.25
1207; Parc Activite Est De La Baie;50300;St Martin Des Champs ;48.654375;-1.349891;4.6;1.49;1.55;2.39;2.89;2.15;1.25
1208; Parc Commercial De La Douitee;14500;Vire Normandie ;48.847247;-0.883381;4.65;1.49;1.39;;2.89;1.99;1.25
1209; Parc D'activites Les Etangs Les Roseaux;13920;Saint-Mitre-les-Remparts ;43.438936;5.035892;4.65;1.59;1.55;;;4.18;1.25
1210; Paumule Le Pechereau;36200;Argenton-sur-Creuse ;46.58888;1.51901;4.65;1.49;;2.2;2.89;1.99;1.25
1211; Penfoul Bihan;29950;Bénodet ;47.879391;-4.104446;4.65;1.49;1.55;;2.95;1.89;1.25
1212; Petit Chemin D'aix Le Payennet;13120;Gardanne ;43.466698;5.463294;4.65;1.49;;;2.99;2.09;1.25
1213; Place Charles De Gaulle Cc Du Pont De L'aulnoye;77360;Vaires-sur-Marne ;48.874728;2.640622;4.65;1.59;1.55;;2.99;1.99;1.25
1214; Place De Bretagne;56270;Ploemeur ;47.733463;-3.428525;4.65;1.49;1.55;2.45;2.99;2.09;1.25
1215; Place De L'europe 6 Bvd Foment Sardane;66100;Perpignan ;42.67999;2.908949;5.38;1.97;;;3.39;;1.46
1216; Place De L'hotel De Ville;76300;Sotteville-lès-Rouen ;49.414174;1.090664;4.65;1.59;1.55;2.45;2.99;2.15;1.25
1217; Place De La Gare;84700;Sorgues ;44.005603;4.87414;4.65;1.9;1.84;2.45;2.87;2.15;1.29
1218; Place De La Liberte;21800;Chevigny-Saint-Sauveur ;47.299232;5.134131;5.14;1.97;1.93;2.86;3.32;;1.51
1219; Place De La Resistance;66400;Céret ;42.489066;2.752436;4.65;1.59;1.43;;2.99;2.15;
1220; Place De La Revolution;30160;Bessèges ;44.289091;4.103934;4.75;1.59;1.55;2.21;;2.15;1.25
1221; Place Des Deportes;88100;Saint-Dié-des-Vosges ;48.28503;6.94768;;2.14;1.82;;;2.21;1.3
1222; Place Des Grands Hommes Cc Les Grands Hommes;33000;Bordeaux ;44.84308;-0.57716;4.79;1.65;1.54;;3.19;2.59;1.35
1223; Place Des Promenades;70140;Pesmes ;47.2789069;5.5647759999999;5.15;1.79;1.9;2.79;3.05;2.4;1.29
1224; Place Du Beffroi 22 Bis Rue Du General Leclerc;80000;Amiens ;49.895563;2.294603;4.65;1.59;1.55;;2.99;1.79;1.25
1225; Place Du Commerce;51430;Tinqueux ;49.2503083;3.9913949;5.29;1.85;;2.89;3.19;2.5;1.35
1226; Place Du General De Gaulle;59330;Hautmont ;50.25076;3.92056;5.19;2.19;1.86;2.45;3.35;2.28;1.35
1227; Place Du General De Gaulle Ancienne Halle;36400;La Châtre ;46.578743;1.987479;4.65;1.59;1.39;2.21;2.95;1.99;
1228; Place Du Grand Ouest;91300;Massy ;48.725149;2.260755;4.6;1.65;;2.21;3.15;;
1229; Place Du Gue;72230;Guécélard ;47.8783394;0.12945669999999;5.72;2.33;2.02;;3.49;;1.43
1230; Place Du Marche;71520;Tramayes ;46.3076835;4.6009647999999;5.58;2.15;;;3.61;;
1231; Place Du Verger;22690;Pleudihen-sur-Rance ;48.510272;-1.951153;5.54;2.33;2.02;;3.28;2.53;
1232; Place Gambetta;91330;Yerres ;48.70153;2.486619;5.39;1.96;2.09;;3.58;2.25;1.6
1233; Place Gustave Delecroix Rue Jean Jaures;59175;Templemars ;50.5708944;3.0544591;;2.14;1.82;2.98;3.25;2.21;1.3
1234; Place Jules Grand Clement;69100;Villeurbanne ;45.7593137;4.8860113;4.79;1.65;1.45;2.45;2.99;;1.29
1235; Place Napoleon Iii Cc Bellevue;29200;Brest ;48.4043436;-4.5098443;4.65;1.49;1.55;2.39;;1.89;1.25
1236; Place Raphael Elize;72000;Le Mans ;48.017524;0.152029;4.65;1.59;1.42;2.45;2.99;2.15;1.25
1237; Place St Georges;12500;Espalion ;44.5205717;2.7619596;5.68;2.07;2.2;;;2.45;
1238; Plan De La Grande Vigne;83440;Callian ;43.606313;6.753551;4.65;1.59;1.55;;2.99;2.09;1.25
1239; Porte De Mons Rue Eugene Mascard;59570;Bavay ;50.29786;3.79848;4.75;1.59;1.45;2.45;2.99;;1.25
1240; Poulguinan Kerdrezec;29000;Quimper ;47.983077;-4.10767;;1.49;1.55;2.39;2.89;1.89;1.25
1241; Pres De La Bouverie;27380;Charleval ;49.371269;1.386738;4.65;1.65;1.59;;2.99;2.15;1.25
1242; Puy Laurent Est;24310;Brantôme en Périgord ;45.38097;0.646226;4.65;1.59;1.55;;2.99;2.15;1.25
1243; Quai De L'entrepot;50100;Cherbourg-en-Cotentin ;49.635851;-1.618905;4.6;1.45;1.55;2.39;2.52;1.89;1.25
1244; Quai De La Banquiere;06730;Saint-André-de-la-Roche ;43.74184;7.28796;4.65;1.65;1.59;2.21;2.99;2.29;1.25
1245; Quartier De L'avenc Rn 7;06270;Villeneuve-Loubet ;43.641516;7.132503;4.65;1.59;1.55;2.21;2.99;4.3;1.25
1246; Quartier De L'epinette;59600;Maubeuge ;50.290175;3.97657;4.6;1.65;1.59;2.39;3.19;2.29;1.35
1247; Quartier De La Garduere;83150;Bandol ;43.154125;5.744215;4.65;1.59;1.55;2.21;2.99;2.29;1.29
1248; Quartier De La Madeleine Avenue Marcel Proust;28000;Chartres ;48.44991;1.51548;4.6;1.49;1.55;2.29;2.89;1.99;
1249; Quartier De Virebelle;13600;La Ciotat ;43.187423;5.602151;4.6;1.65;1.59;;3.25;2.39;1.35
1250; Quartier Des 3 Lucs 303 Avenue Des Poilus;13012;Marseille ;43.315727;5.461597;4.79;1.65;1.45;;2.99;2.39;1.17
1251; Quartier Du Moulin De Brun Route De La Marigarde;06130;Grasse ;43.655378;6.939142;4.65;1.5;1.43;;2.99;2.15;1.25
1252; Quartier Du Plan;13340;Rognac ;43.492139;5.228803;4.65;1.59;1.39;2.21;2.99;2.15;1.29
1253; Quartier La Clairette;07140;Les Vans ;44.407213;4.137855;4.79;1.65;1.45;2.45;2.99;2.29;1.29
1254; Quartier St Roch;83490;Le Muy ;43.470726;6.561611;4.65;1.59;1.39;;2.99;;1.25
1255; Quartier Urdazuri 15 Rue Pierre Larramendy;64500;Saint-Jean-de-Luz ;43.382953;-1.656002;4.65;1.59;1.55;2.21;2.99;2.15;1.25
1256; Rd 11;25770;Franois ;47.229486;5.940189;5.15;1.79;1.9;2.79;3.05;2.4;1.29
1257; Rd 1555 Zone Du Plan;83720;Trans-en-Provence ;43.509654;6.479001;4.6;1.59;1.55;;2.95;2.15;1.25
1258; Rd 179 E1 Lieu Dit La Verte Plaine;62620;Barlin ;50.453718;2.605949;4.65;;1.55;;2.95;2.15;1.25
1259; Rd 231 Rue Du General Leclerc;02600;Villers-Cotterêts ;49.25539;3.08165;4.65;1.49;1.55;;2.89;;1.25
1260; Rd 35 Cc Ulis 2;91940;Les Ulis ;48.676835;2.169333;4.6;1.65;1.59;2.25;2.99;2.15;
1261; Rd 400;14390;Cabourg ;49.279459;-0.136467;4.65;1.59;1.55;;2.99;2.15;1.25
1262; Rd185 L/Grandes Vaud;10260;Vaudes ;48.173756;4.185004;5.15;1.79;1.9;;2.99;;1.29
1263; Ridelet Zac Grand Rochefort;38640;Claix ;45.11974;5.69279;;1.65;1.65;;2.99;2.39;1.35
1264; Rn 10 Cc Bel Air;78120;Rambouillet ;48.6271932356865;1.82805823544313;4.6;1.59;1.55;2.29;2.95;2.29;
1265; Rn 10 Cc Les 4 Pavillons;33310;Lormont ;44.866842;-0.516287;4.6;1.49;1.55;2.25;2.89;1.89;1.25
1266; Rn 113;34920;Le Crès ;43.642704353847;3.942679951632;4.6;1.59;1.55;2.45;2.99;1.99;1.25
1267; Rn 12;78640;Villiers-Saint-Frédéric ;48.809535;1.883783;4.65;1.49;1.55;2.21;2.95;2.09;1.25
1268; Rn 152 Route D'arpajon;91470;Limours ;48.642832;2.090005;4.6;1.59;1.55;2.21;2.95;;
1269; Rn 162;14320;Saint-Martin-de-Fontenay ;49.114156;-0.37557;4.65;1.59;1.42;;2.99;2.15;1.25
1270; Rn 193;20167;Mezzavia ;41.95212;8.77446;4.65;1.65;1.65;2.2;2.99;2.59;1.39
1271; Rn 202 Route De Digne Cc Lingostiere;06200;Nice ;43.728973;7.189244;;1.59;1.59;2.29;2.99;;
1272; Rn 30 Route De Bapaume;59554;Raillencourt-Sainte-Olle ;50.177737;3.205342;4.65;1.49;1.55;;2.95;;1.25
1273; Rn 31 Cc Mont St Pierre;51430;Tinqueux ;49.254809;3.980038;;1.49;1.55;2.29;;2.15;
1274; Rn 370   Cc Parinor Zone Parinor Secteur 2;93600;Aulnay-sous-Bois ;48.956935;2.4786;;1.59;1.59;2.39;2.99;2.15;1.35
1275; Rn 43;59265;Aubigny-au-Bac ;50.266211;3.158713;4.75;1.59;1.55;2.45;2.99;2.29;
1276; Rn 52 Quartier St Roch;06260;Puget-Théniers ;43.956699;6.895623;4.75;;1.59;2.21;2.99;2.29;
1277; Rn 568;13110;Port-de-Bouc ;43.412368;5.001487;4.6;1.59;1.59;2.05;2.99;1.99;1.25
1278; Rn 6 Cc Bouchardes;71680;Crêches-sur-Saône ;46.252955;4.792065;;1.59;1.55;;;2.15;1.25
1279; Rn 7;83480;Puget-sur-Argens ;43.4437163962337;6.7037586561175;4.6;1.59;1.55;;2.99;2.15;1.25
1280; Rn 7 Cosne Sud Zac Champ De La Disput;58200;Cosne-Cours-sur-Loire ;47.339005;2.92391;4.65;1.59;;;2.99;2.15;1.25
1281; Rn 75;38390;Montalieu-Vercieu ;45.810126;5.403602;4.65;1.59;1.55;;2.89;2.09;1.25
1282; Rn 8 Rond Point Georges Pompidou;83330;Le Beausset ;43.195773;5.807361;4.79;1.65;1.59;;2.99;2.29;1.29
1283; Rn 86 Quartier Planzolles;07220;Viviers ;44.474553;4.688104;;1.96;1.97;2.76;2.99;2.12;
1284; Rn 91;38220;Vizille ;45.071783;5.765115;;1.59;1.55;;2.99;2.15;1.25
1285; Rn190;78520;Limay ;48.990184;1.755498;4.6;1.65;1.59;2.29;3.15;2.39;1.35
1286; Rn3;77410;Claye-Souilly ;48.947365;2.663726;;1.59;1.55;2.29;;2.15;1.25
1287; Rn4;77340;Pontault-Combault ;48.776112;2.609986;;1.59;1.59;2.29;2.99;2.15;
1288; Rn43;59128;Flers-en-Escrebieux ;50.397535;3.047028;4.6;1.49;1.55;2.39;2.99;2.15;1.25
1289; Rocade Sud Avenue De La Hountete;32190;Vic-Fezensac ;43.754623;0.295872;4.65;1.59;1.55;;2.99;2.15;
1290; Rocade Sud Rue Romanette;02000;Laon ;49.548489;3.613426;4.6;1.49;1.55;;2.99;1.99;1.25
1291; Rond Point - Route D'orleans;45370;Jouy-le-Potier ;47.7524082;1.8125843;4.89;2.09;1.76;2.59;2.99;2.23;1.23
1292; Rond Point De Tournamy;06250;Mougins ;43.6052;6.988;4.65;1.65;1.49;2.2;2.99;2.59;
1293; Rond Point Des Coudray;91450;Étiolles ;48.638146;2.457313;4.65;1.65;1.59;2.21;2.99;;1.25
1294; Rond Point Des Presidents Cc Du Soleil Levant;26200;Montélimar ;44.532405;4.748329;4.52;1.49;1.59;;2.99;1.99;1.25
1295; Rond Point Kennedy;22200;Grâces ;48.562369;-3.165727;4.6;1.49;1.55;2.39;;2.15;1.29
1296; Rond Point Route De Vannes;44100;Nantes ;47.22964;-1.57238;4.79;;1.59;2.49;2.99;2.29;1.35
1297; Rond Point Vendee;85170;Les Lucs /Boulo ;46.8390217;-1.4930033;4.99;2.14;1.8;;3.06;;1.26
